Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Views,Likes,Comments
Gorillaz,0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,693555221,6220896,169907
Gorillaz,0.676,0.703,8,-5.815,0.0302,0.0869,0.000687,0.0463,0.852,92.761,72011645,1079128,31003
Gorillaz,0.695,0.923,1,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,8435055,282142,7399
Gorillaz,0.689,0.739,2,-5.81,0.026,1.51E-05,0.509,0.064,0.578,120.423,211754952,1788577,55229
Gorillaz,0.663,0.694,10,-8.627,0.171,0.0253,0,0.0698,0.525,167.953,618480958,6197318,155930
Gorillaz,0.76,0.891,11,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,259021161,1844658,72008
Gorillaz,0.716,0.897,4,-7.185,0.0629,0.012,0.262,0.325,0.358,127.03,451996,11686,241
Gorillaz,0.726,0.815,11,-5.886,0.0313,0.00799,0.081,0.112,0.462,140.158,1010982,17675,260
Gorillaz,0.741,0.913,2,-3.34,0.0465,0.00343,0.103,0.325,0.643,120.012,24459820,739527,20296
Gorillaz,0.625,0.877,10,-7.176,0.162,0.0315,0.0811,0.672,0.865,192.296,154761056,1386920,39240
Red Hot Chili Peppers,0.592,0.767,9,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,1018811259,4394471,121452
Red Hot Chili Peppers,0.559,0.345,4,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,246687714,1213572,32761
Red Hot Chili Peppers,0.618,0.938,9,-3.442,0.0456,0.0179,0,0.167,0.875,91.455,336635759,1740224,32573
Red Hot Chili Peppers,0.595,0.717,0,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,435121530,1890900,37069
Red Hot Chili Peppers,0.458,0.795,0,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,673528656,3140356,60091
Red Hot Chili Peppers,0.427,0.9,11,-3.674,0.0499,0.116,1.75E-05,0.119,0.599,104.655,320871237,1272266,37004
Red Hot Chili Peppers,0.556,0.913,0,-2.36,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,324228662,1456622,49461
Red Hot Chili Peppers,0.451,0.97,0,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,179005296,784717,20084
Red Hot Chili Peppers,0.666,0.936,7,-9.919,0.0476,0.00244,0.086,0.153,0.776,91.577,86637926,434837,16029
Red Hot Chili Peppers,0.7,0.742,5,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,440037964,2094182,56516
50 Cent,0.902,0.72,6,-2.776,0.347,0.26,0,0.0749,0.805,90.059,1682616458,10481678,296745
50 Cent,0.614,0.574,11,-7.961,0.466,0.0253,3.20E-05,0.38,0.755,125.173,838974650,5014527,113251
50 Cent,0.489,0.692,1,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,476133463,2523312,42075
50 Cent,0.7,0.758,10,-3.012,0.342,0.0444,1.30E-05,0.0401,0.889,78.693,572659065,3334710,60552
50 Cent,0.653,0.826,6,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,441155628,2765887,84117
50 Cent,0.925,0.659,3,-4.763,0.231,0.206,7.88E-05,0.279,0.71,97.018,39825951,382791,12038
50 Cent,0.576,0.807,6,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,503248572,2759199,54805
50 Cent,0.853,0.776,8,-4.221,0.261,0.0714,0,0.181,0.659,94.028,5289821,245935,9008
50 Cent,0.892,0.631,11,-2.522,0.302,0.244,0,0.0235,0.838,93.975,46096,612,14
50 Cent,0.545,0.64,10,-3.529,0.308,0.368,0,0.111,0.574,181.733,291023,5729,46
Metallica,0.566,0.834,6,-8.412,0.0298,0.00277,0.008,0.0625,0.621,123.296,573553706,2828795,81335
Metallica,0.547,0.394,4,-9.793,0.0262,0.0522,6.40E-06,0.0795,0.17,142.37,1209806093,5127599,135946
Metallica,0.539,0.828,4,-9.108,0.035,0.00067,0.421,0.154,0.562,105.25,20762910,293409,1703
Metallica,0.511,0.972,10,-3.751,0.0413,5.36E-06,0.00101,0.19,0.532,132.97,107553434,429797,12074
Metallica,0.531,0.583,7,-9.47,0.0256,0.0184,0.00624,0.255,0.207,139.503,426125708,1781690,46392
Metallica,0.438,0.687,7,-9.15,0.0619,0.000668,0.0801,0.42,0.426,103.01,524,18,1
Metallica,0.512,0.86,0,-6.145,0.0703,0.00631,0.00528,0.0652,0.258,117.909,23666398,274106,667
Metallica,0.386,0.996,11,-2.96,0.0754,1.15E-05,0.000836,0.116,0.188,130.573,14937918,473751,46230
Metallica,0.624,0.876,7,-6.005,0.0342,0.000926,0.00164,0.0561,0.453,89.24,72737062,418124,15110
Metallica,0.425,0.972,4,-3.448,0.045,2.42E-05,0.0202,0.239,0.282,101.125,4317758,217109,17225
Coldplay,0.429,0.661,11,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,832532409,4600933,118296
Coldplay,0.486,0.617,5,-7.115,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,789581468,4370461,261790
Coldplay,0.371,0.268,1,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,73201019,787343,1637
Coldplay,0.617,0.635,11,-6.769,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,2118018686,10282499,270444
Coldplay,0.557,0.442,5,-7.224,0.0243,0.731,1.46E-05,0.11,0.213,146.277,1082588109,5532787,124357
Coldplay,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,786404613,3741300,79974
Coldplay,0.449,0.585,5,-6.761,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,1665814269,8497224,343020
Coldplay,0.491,0.693,0,-6.487,0.0377,0.211,6.92E-06,0.325,0.412,90.027,1828242112,13515772,377666
Coldplay,0.573,0.711,1,-6.268,0.0406,0.0114,0,0.328,0.47,105.006,254655970,8867547,432726
Coldplay,0.209,0.417,3,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,566239229,2962029,114460
Daft Punk,0.794,0.811,6,-8.966,0.038,0.0426,1.07E-06,0.101,0.862,116.047,32310867,956073,19646
Daft Punk,0.613,0.697,2,-8.618,0.133,0.0194,0,0.332,0.476,122.746,432177586,2707992,110189
Daft Punk,0.775,0.585,10,-9.516,0.0271,0.0422,0.619,0.077,0.518,109.942,606828966,3111505,87115
Daft Punk,0.81,0.793,6,-9.404,0.0403,0.0378,1.77E-06,0.072,0.863,116.05,32310867,956073,19646
Daft Punk,0.956,0.795,7,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294,38218353,466569,11904
Daft Punk,0.817,0.716,6,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,121308880,1329678,70754
Daft Punk,0.875,0.475,9,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,77464307,723914,23915
Daft Punk,0.832,0.659,10,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,195983803,1115598,37436
Daft Punk,0.605,0.687,9,-13.928,0.045,0.479,0.949,0.104,0.12,106.896,23984070,216822,7260
Daft Punk,0.644,0.664,9,-8.398,0.0332,0.048,0.867,0.342,0.53,124.726,30079390,203063,8957
Linkin Park,0.556,0.864,3,-5.87,0.0584,0.00958,0,0.209,0.4,105.143,1487186392,10183387,409471
Linkin Park,0.496,0.863,9,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,1928733776,12341722,550921
Linkin Park,0.623,0.93,5,-5.285,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,587927093,3370635,148741
Linkin Park,0.687,0.793,2,-4.254,0.166,0.0603,0,0.582,0.751,107.045,44436981,226771,9260
Linkin Park,0.492,0.969,9,-4.419,0.0491,0.0014,1.32E-06,0.0787,0.538,95.136,154808291,1102031,33750
Linkin Park,0.554,0.978,4,-3.554,0.131,0.111,0,0.0731,0.594,135.095,378323695,2061834,65731
Linkin Park,0.529,0.967,1,-3.647,0.0508,0.114,0,0.61,0.596,140.127,135176149,762715,27609
Linkin Park,0.524,0.939,9,-3.994,0.113,0.00022,0,0.623,0.661,150.184,240834555,1400306,50003
Linkin Park,0.58,0.702,4,-5.565,0.0337,0.0466,3.20E-06,0.536,0.299,105.076,374506972,2197293,96490
Linkin Park,0.585,0.972,9,-4.45,0.0534,0.0143,0,0.0707,0.585,110.006,353135986,2534190,113567
Radiohead,0.515,0.43,7,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,763497849,4777393,147276
Radiohead,0.255,0.393,5,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,167847274,1274934,40034
Radiohead,0.36,0.501,7,-9.129,0.0258,0.0638,9.32E-05,0.172,0.324,74.807,89246405,593396,17682
Radiohead,0.419,0.383,4,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,87.568,80290,2133,238
Radiohead,0.293,0.276,4,-11.357,0.0349,0.224,0.122,0.167,0.195,121.603,10644157,171322,1669
Radiohead,0.531,0.61,11,-8.025,0.0387,0.772,0.756,0.0908,0.199,152.958,15335499,125774,4852
Radiohead,0.462,0.832,11,-6.085,0.0479,0.108,0.00416,0.0741,0.807,165.653,26398730,180969,8010
Radiohead,0.463,0.229,2,-12.592,0.0297,0.167,0.0997,0.202,0.135,73.543,61340263,398951,15400
Radiohead,0.291,0.767,7,-6.913,0.0862,0.000401,0.012,0.0763,0.359,175.702,15041854,146328,6899
Radiohead,0.516,0.342,4,-9.785,0.0342,0.832,0.579,0.0857,0.167,128.378,12205514,124486,4536
AC/DC,0.574,0.913,6,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,274830901,2039258,44487
AC/DC,0.502,0.89,4,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,1224226060,5989128,153047
AC/DC,0.31,0.7,9,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,915158054,5643694,134549
AC/DC,0.532,0.767,7,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,279117834,1348845,26645
AC/DC,0.754,0.759,9,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366,240908491,934797,19584
AC/DC,0.389,0.873,4,-4.768,0.0475,0.00532,0.0055,0.273,0.303,106.767,252038354,1067479,29353
AC/DC,0.668,0.906,11,-4.881,0.17,0.214,0.00245,0.135,0.507,135.653,852728,14044,1029
AC/DC,0.457,0.904,2,-5.303,0.0747,0.000239,0.0879,0.396,0.48,141.038,172293392,642344,17673
AC/DC,0.456,0.863,3,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962,102527,1881,240
AC/DC,0.547,0.931,2,-2.356,0.0615,0.000998,0.0118,0.278,0.697,118.4,18237531,119749,2251
Black Eyed Peas,0.744,0.766,0,-6.375,0.0265,0.0873,0,0.509,0.61,127.966,638267058,3670416,131565
Black Eyed Peas,0.831,0.868,11,-5.282,0.0325,0.176,0,0.184,0.483,131.971,144690551,1327396,57072
Black Eyed Peas,0.834,0.699,5,-3.222,0.178,0.111,0,0.131,0.809,94.086,888076529,4899065,180386
Black Eyed Peas,0.659,0.628,0,-8.685,0.179,0.186,0,0.105,0.262,94.05,292211575,1594576,70720
Black Eyed Peas,0.965,0.485,2,-8.784,0.191,0.0206,0.0237,0.0655,0.312,124.025,662529115,5488829,222922
Black Eyed Peas,0.649,0.931,1,-3.15,0.181,0.0093,0,0.751,0.744,153.645,755836314,4746197,133551
Black Eyed Peas,0.66,0.942,4,-2.273,0.185,0.00789,1.76E-05,0.834,0.543,126.017,2099141,61252,1238
Black Eyed Peas,0.798,0.629,11,-6.857,0.0735,0.00474,2.29E-05,0.324,0.4,130.002,458724349,2094991,73011
Black Eyed Peas,0.732,0.716,10,-6.968,0.0561,0.0295,0.000758,0.73,0.666,105.093,1021503328,6398855,130819
Black Eyed Peas,0.872,0.789,1,-6.047,0.132,0.203,2.39E-05,0.125,0.646,126.042,43226385,242932,38381
Michael Jackson,0.932,0.457,11,-9.62,0.0541,0.0173,0.0436,0.0414,0.884,117.002,1300732161,9523245,508425
Michael Jackson,0.608,0.756,7,-2.675,0.176,0.0784,0,0.187,0.55,176.086,545655,7314,386
Michael Jackson,0.776,0.711,3,-9.03,0.0473,0.0242,0.000353,0.234,0.901,138.728,905692299,6656468,259358
Michael Jackson,0.853,0.981,8,-3.947,0.0751,0.247,0.468,0.306,0.595,118.193,84652754,672624,25952
Michael Jackson,0.808,0.535,1,-12.521,0.0353,0.179,9.91E-05,0.158,0.848,114.031,301845823,2269865,87490
Michael Jackson,0.878,0.821,11,-9.875,0.089,0.126,0.0461,0.183,0.947,118.881,349102050,2254295,89160
Michael Jackson,0.859,0.905,0,-5.539,0.129,0.205,0.00837,0.322,0.731,89.946,978680025,8312571,335112
Michael Jackson,0.831,0.921,5,-2.383,0.0582,0.153,0.00224,0.305,0.795,108.002,504057332,3085718,127080
Michael Jackson,0.877,0.854,1,-4.523,0.147,0.0544,5.50E-05,0.144,0.54,114.472,436325398,2515830,94765
Michael Jackson,0.775,0.719,7,-6.212,0.0435,0.132,1.79E-06,0.0662,0.712,117.513,343328494,2121502,53821
P!nk,0.778,0.547,2,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,1518313784,6420621,166423
P!nk,0.668,0.802,5,-4.005,0.0917,0.0273,0,0.163,0.769,113.796,10941241,216805,7540
P!nk,0.7,0.709,7,-5.006,0.0838,0.0048,0,0.029,0.624,122.019,237232986,1026177,47667
P!nk,0.674,0.628,2,-7.079,0.03,0.00144,0,0.0944,0.552,103.998,534286492,2554163,78435
P!nk,0.534,0.87,11,-3.078,0.0425,0.000334,0,0.241,0.462,126.019,432775314,2187945,60960
P!nk,0.491,0.588,1,-6.177,0.0506,0.0281,2.01E-06,0.0906,0.193,113.608,339837769,1819636,38357
P!nk,0.473,0.592,5,-6.859,0.138,0.0528,0,0.131,0.292,159.7,80575503,948515,24233
P!nk,0.636,0.888,8,-3.889,0.0945,0.00162,0.000216,0.147,0.25,122.032,3309247,146755,5707
P!nk,0.688,0.734,9,-4.569,0.0274,0.00462,0,0.0756,0.46,140.004,168736063,611231,20095
P!nk,0.457,0.823,9,-4.76,0.311,0.00144,0,0.108,0.578,192.205,149977268,938718,31361
Eminem,0.637,0.678,0,-3.798,0.266,0.209,0,0.156,0.254,84.039,719661717,5550929,205147
Eminem,0.908,0.669,7,-2.827,0.0738,0.00286,0,0.237,0.662,112.238,1590485349,11469490,341006
Eminem,0.949,0.661,5,-4.244,0.0572,0.0302,0,0.0454,0.76,104.504,777507160,6489755,169037
Eminem,0.802,0.755,4,-3.138,0.0564,0.0215,0,0.295,0.58,130.027,139257221,950561,35404
Eminem,0.548,0.847,1,-3.237,0.186,0.0622,0,0.0816,0.1,171.447,1931315,18992,291
Eminem,0.78,0.768,6,-4.325,0.238,0.0371,2.34E-06,0.518,0.507,80.063,623027280,5152714,199113
Eminem,0.749,0.925,10,-5.034,0.227,0.241,0,0.52,0.641,86.989,2539156924,12696568,599124
Eminem,0.808,0.745,10,-5.26,0.342,0.145,0,0.292,0.829,165.995,547039623,9287567,398333
Eminem,0.668,0.824,5,-4.164,0.137,0.0017,3.05E-06,0.0426,0.185,163.961,454015875,2471743,99418
Eminem,0.855,0.954,0,-1.19,0.264,0.529,0,0.205,0.668,114.635,1727241246,11425215,872181
Pharrell Williams,0.647,0.822,5,-4.662,0.183,0.219,0,0.0908,0.962,160.019,128396799,718507,14157
Pharrell Williams,0.851,0.819,7,-5.173,0.212,0.337,0.000153,0.0658,0.903,83.154,3658044,88925,2271
Pharrell Williams,0.893,0.745,11,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,673495248,4097957,105475
Pharrell Williams,0.877,0.56,7,-3.751,0.0596,0.00721,1.45E-06,0.0839,0.154,119.971,20392451,560857,16545
Pharrell Williams,0.81,0.733,9,-6.338,0.0444,0.276,6.73E-06,0.288,0.9,125.975,26641550,315368,9132
Pharrell Williams,0.679,0.516,0,-6.371,0.0452,0.199,0,0.0965,0.716,120.074,121559320,1081676,36266
Pharrell Williams,0.859,0.563,1,-6.635,0.112,0.0541,0,0.0685,0.412,119.934,35793144,431472,11252
Pharrell Williams,0.827,0.571,11,-7.949,0.366,0.0195,0,0.166,0.62,142.034,11408003,477302,12628
Pharrell Williams,0.89,0.46,2,-8.155,0.0359,0.432,0,0.11,0.677,112.555,2672481,63065,75
Pharrell Williams,0.894,0.404,9,-5.913,0.13,0.453,1.57E-06,0.0801,0.759,102.009,59095041,433116,13530
Khalid,0.351,0.296,4,-10.109,0.0333,0.934,0,0.095,0.12,115.284,1721382178,24425840,561909
Khalid,0.912,0.774,0,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,25212794,418647,7041
Khalid,0.52,0.761,4,-3.093,0.0853,0.256,4.96E-06,0.17,0.286,141.971,129183587,1480652,37678
Khalid,0.799,0.539,1,-6.351,0.0421,0.199,1.66E-05,0.165,0.394,136.948,886349984,5968729,147072
Khalid,0.632,0.686,6,-7.665,0.243,0.549,0,0.2,0.329,89.949,632400004,2781127,34795
Khalid,0.596,0.552,0,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,860718114,4030063,68320
Khalid,0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,544666810,3251468,61104
Khalid,0.83,0.585,1,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,1381628,12115,158
Khalid,0.64,0.647,5,-8.114,0.186,0.124,0,0.0801,0.546,92.979,353454004,2754251,54867
Khalid,0.708,0.648,6,-5.626,0.0449,0.0956,0,0.134,0.338,143.955,243497172,1758555,28321
Shakira,0.778,0.632,2,-5.6,0.0493,0.274,0,0.0915,0.498,122.104,252068988,9415668,525670
Shakira,0.873,0.695,0,-4.207,0.0459,0.419,1.23E-06,0.211,0.823,131.963,189132077,3670104,161071
Shakira,0.695,0.636,5,-4.654,0.317,0.234,0,0.081,0.575,174.14,460717876,3361051,155635
Shakira,0.778,0.824,10,-5.892,0.0707,0.284,0,0.405,0.758,100.024,1214508056,6540184,223326
Shakira,0.758,0.871,2,-6.408,0.147,0.0062,0,0.0663,0.753,126.994,3463816330,20327883,1283529
Shakira,0.831,0.868,11,-5.282,0.0325,0.176,0,0.184,0.483,131.971,144690551,1327396,57072
Shakira,0.687,0.361,10,-11.589,0.0792,0.35,1.11E-05,0.11,0.526,165.747,151765834,507258,20625
Shakira,0.852,0.773,8,-2.921,0.0776,0.187,3.05E-05,0.159,0.907,102.034,2805793003,10370533,404270
Shakira,0.595,0.461,6,-7.786,0.0641,0.269,0.000149,0.123,0.338,91.976,135287306,437988,25673
Shakira,0.839,0.403,0,-11.059,0.0308,0.5,1.81E-06,0.0786,0.575,97.967,359765,4970,245
Machine Gun Kelly,0.731,0.675,5,-5.134,0.0434,0.00473,0,0.141,0.298,124.939,102439463,1072165,33820
Machine Gun Kelly,0.628,0.744,7,-4.718,0.0379,0.0257,0,0.313,0.277,119.921,111974897,1198821,47830
Machine Gun Kelly,0.601,0.92,5,-4.802,0.0505,0.000735,0,0.0998,0.537,88.014,20170299,294321,10253
Machine Gun Kelly,0.653,0.718,3,-5.232,0.213,0.00413,0,0.0537,0.216,82.034,206242355,1923118,31427
Machine Gun Kelly,0.654,0.875,1,-4.845,0.0744,0.000417,0.0086,0.194,0.522,99.975,68116200,854345,30673
Machine Gun Kelly,0.533,0.858,2,-4.212,0.0766,0.00021,0,0.148,0.506,160.057,117833946,1278216,71379
Machine Gun Kelly,0.697,0.691,2,-4.757,0.146,0.214,0,0.185,0.305,137.853,449712619,3621125,110107
Machine Gun Kelly,0.665,0.678,5,-4.122,0.0315,0.00156,0,0.474,0.682,131.986,15391210,182210,7137
Machine Gun Kelly,0.721,0.632,5,-6.695,0.0358,0.0693,0,0.291,0.296,92.057,35856519,335937,3392
Machine Gun Kelly,0.742,0.617,2,-6.689,0.0345,0.05,5.92E-05,0.0711,0.491,147.002,19671018,273280,13598
Nicky Jam,0.594,0.749,9,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,2133459242,9883068,262847
Nicky Jam,0.628,0.69,8,-5.83,0.0511,0.443,0,0.113,0.66,179.908,1381668642,4089045,96876
Nicky Jam,0.635,0.713,11,-6.909,0.0937,0.228,0,0.0506,0.749,179.864,736730327,2634233,56053
Nicky Jam,0.627,0.849,1,-3.167,0.153,0.0913,0,0.145,0.818,89.907,592005,6740,96
Nicky Jam,0.681,0.648,1,-5.021,0.38,0.523,0,0.104,0.688,172.02,321420163,1811446,31069
Nicky Jam,0.855,0.912,10,-4.832,0.145,0.183,0,0.122,0.885,104.072,115543124,748538,14194
Nicky Jam,0.76,0.803,8,-2.867,0.0306,0.531,0,0.0555,0.922,136.945,61711565,435031,5375
Nicky Jam,0.832,0.608,6,-6.042,0.0385,0.282,0,0.0761,0.589,94.013,1546036758,4733493,168819
Nicky Jam,0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,24706293,557112,17598
Nicky Jam,0.827,0.788,7,-11.937,0.0831,0.246,0,0.0764,0.815,109.933,162725,2340,62
The Beatles,0.557,0.54,9,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,114971785,1126554,32910
The Beatles,0.443,0.403,0,-8.339,0.0322,0.631,0,0.111,0.41,143.462,131925109,1075941,15452
The Beatles,0.533,0.376,9,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,31607772,383619,3211
The Beatles,0.332,0.179,5,-11.83,0.0326,0.879,0,0.0886,0.315,96.529,42856675,475089,5938
The Beatles,0.482,0.849,2,-9.198,0.0452,0.641,7.74E-06,0.0414,0.937,124.631,53228361,490790,4309
The Beatles,0.686,0.127,7,-14.361,0.0342,0.754,1.41E-05,0.0573,0.372,93.699,33852949,365297,4522
The Beatles,0.688,0.435,9,-11.359,0.0323,0.449,0,0.113,0.435,103.239,63223118,463315,8607
The Beatles,0.386,0.607,10,-7.7,0.0261,0.0112,1.38E-05,0.088,0.532,147.207,56888766,460662,6569
The Beatles,0.49,0.715,7,-5.549,0.0476,0.386,0,0.311,0.866,130.726,28799448,275921,4031
The Beatles,0.396,0.338,0,-10.872,0.0304,0.198,2.62E-06,0.138,0.377,133.522,96849734,675186,26651
Pitbull,0.671,0.939,8,-3.206,0.161,0.191,0,0.298,0.53,129.024,1007596168,4265538,162078
Pitbull,0.581,0.963,11,-4.087,0.0981,0.0295,0,0.139,0.788,129.992,1405539965,5671596,158456
Pitbull,0.721,0.802,1,-5.797,0.0583,0.0921,0,0.694,0.724,124.022,253293371,1423079,25528
Pitbull,0.673,0.758,7,-3.632,0.158,0.039,0,0.341,0.542,135.956,704875181,2999847,113202
Pitbull,0.67,0.855,0,-3.035,0.0499,0.0124,0,0.335,0.648,120.05,866480662,2961540,153962
Pitbull,0.761,0.933,10,-5.38,0.056,0.0908,8.53E-05,0.0607,0.836,122.959,307624507,1576522,30102
Pitbull,0.592,0.935,6,-4.317,0.0581,0.00879,0.0154,0.132,0.567,125.013,894756316,4925915,267026
Pitbull,0.85,0.631,1,-8.401,0.227,0.00684,0.000406,0.0679,0.738,126.002,313590021,1533812,45324
Pitbull,0.595,0.912,10,-3.428,0.0884,0.0434,0,0.259,0.762,128.024,300032949,1078390,36962
Pitbull,0.898,0.677,11,-6.422,0.243,0.0223,0,0.35,0.578,130.027,52214351,688783,16459
Sean Paul,0.742,0.882,7,-2.862,0.117,0.0466,0,0.206,0.463,102.04,1120854023,7147862,108564
Sean Paul,0.951,0.6,0,-4.675,0.0685,0.106,0,0.0712,0.822,125.04,361314925,2124819,38673
Sean Paul,0.801,0.764,2,-5.112,0.0986,0.109,1.62E-05,0.247,0.578,89.999,165860569,2514731,32073
Sean Paul,0.741,0.824,10,-4.143,0.0352,0.614,0,0.158,0.725,100.216,208573237,1324227,20700
Sean Paul,0.718,0.776,7,-5.208,0.0693,0.000624,5.30E-06,0.207,0.622,120.015,505918510,2235710,59894
Sean Paul,0.855,0.674,7,-4.328,0.314,0.165,0,0.0548,0.578,95.991,306887054,1317175,17399
Sean Paul,0.711,0.761,8,-3.04,0.225,0.067,0,0.041,0.718,95.824,306887054,1317175,17399
Sean Paul,0.765,0.666,7,-5.384,0.172,0.103,0,0.116,0.757,87.002,314611933,2018040,29163
Sean Paul,0.812,0.712,0,-5.993,0.0452,0.01,0,0.108,0.85,98.029,81787112,668740,12932
Sean Paul,0.828,0.588,2,-7.14,0.118,0.0156,0,0.124,0.598,94.052,256405663,1928933,20224
Elvis Presley,0.396,0.293,2,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,363854960,3486602,125337
Elvis Presley,0.465,0.27,4,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518,46348788,209579,7591
Elvis Presley,0.575,0.236,2,-16.982,0.0422,0.968,0.0178,0.105,0.829,79.576,282465,4533,155
Elvis Presley,0.487,0.382,7,-10.889,0.0309,0.0422,4.74E-06,0.411,0.714,116.557,7484414,84407,1872
Elvis Presley,0.66,0.748,2,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,3649438,17369,811
Elvis Presley,0.358,0.387,7,-14.342,0.0324,0.746,0.0121,0.119,0.495,181.183,12982178,152547,3757
Elvis Presley,0.325,0.715,7,-7.744,0.0368,0.00708,2.79E-05,0.0987,0.282,93.914,43935538,374007,22080
Elvis Presley,0.623,0.537,10,-10.014,0.0726,0.332,1.40E-05,0.0963,0.905,166.885,242588704,1868278,53891
Elvis Presley,0.404,0.266,10,-16.688,0.0334,0.716,0.133,0.107,0.491,88.916,8647838,,2484
Elvis Presley,0.481,0.733,5,-7.633,0.165,0.573,1.17E-05,0.108,0.874,122.903,14332854,370274,4350
2Pac,0.916,0.844,7,-3.967,0.236,0.0394,0,0.0778,0.586,95.19,585712131,4363164,208460
2Pac,0.801,0.91,2,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,89682,1301,41
2Pac,0.763,0.85,7,-3.052,0.0417,0.0304,1.21E-06,0.371,0.761,91.519,84654029,484619,12875
2Pac,0.872,0.723,1,-5.968,0.247,0.0293,0,0.327,0.843,93.279,14035099,64269,1918
2Pac,0.874,0.63,1,-3.585,0.298,0.0578,0.00479,0.0582,0.717,95,1276815,24831,820
2Pac,0.865,0.665,7,-6.289,0.073,0.0453,0,0.224,0.331,111.113,306542,4350,305
2Pac,0.773,0.54,6,-7.123,0.103,0.371,0,0.131,0.322,84.115,381061439,3225481,134343
2Pac,0.598,0.732,4,-7.013,0.425,0.144,0,0.508,0.595,172.329,5434057,58781,2136
2Pac,0.849,0.904,8,-4.78,0.138,0.0248,5.11E-05,0.0545,0.854,99.258,18949722,251281,6109
2Pac,0.795,0.852,0,-2.238,0.178,0.0442,3.47E-06,0.39,0.673,95.44,1002891,13416,814
Snoop Dogg,0.762,0.861,0,-3.296,0.0955,0.0185,0,0.264,0.955,120.048,48725891,2843117,200546
Snoop Dogg,0.553,0.652,0,-6.685,0.206,0.0897,0,0.111,0.551,94.505,726601997,5635352,149004
Snoop Dogg,0.888,0.632,1,-3.872,0.219,0.19,0,0.101,0.662,91.979,242845147,1854617,50520
Snoop Dogg,0.723,0.732,11,-5.514,0.0864,0.11,0,0.484,0.503,104.991,14272788,175218,3211
Snoop Dogg,0.718,0.768,7,-7.87,0.25,0.0988,0,0.0957,0.591,164.038,70515275,2308329,97470
Snoop Dogg,0.813,0.732,7,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,237582702,1010443,39623
Snoop Dogg,0.907,0.695,11,-6.268,0.135,0.246,0,0.0808,0.961,101.007,202432469,1231331,27893
Snoop Dogg,0.861,0.48,7,-8.433,0.0512,0.0459,0,0.351,0.278,99.972,31364,373,6
Snoop Dogg,0.755,0.531,9,-8.051,0.196,0.213,0,0.13,0.683,177.951,84170696,1245805,51496
